timebase,lv_dab.i_out,lv_dab.i_in,lv_dab.v_out,mv_dab.v_out,mv_dab.i_in
0.49384,0,16.7447,26.5691,245.839,103.717
0.49388,0,16.7341,26.257,245.838,103.717
0.49392,0,16.7164,26.2749,245.837,103.716
0.49396,0,16.6904,26.2904,245.837,103.717
0.494,0,16.6717,26.1872,245.837,103.717
0.49404,0,16.654,26.1955,245.838,103.716
0.49408,0,16.6417,26.2046,245.839,103.716
0.49412,0,16.6387,26.1625,245.84,103.716
0.49416,0,16.6368,26.1317,245.841,103.715
0.4942,0,16.6297,26.1827,245.842,103.715
0.49424,0,16.6277,26.1659,245.843,103.714
0.49428,0,16.6298,25.9979,245.844,103.713
0.49432,0,16.6112,26.1086,245.845,103.713
0.49436,0,16.5957,26.0549,245.845,103.712
0.4944,0,16.5879,26.0314,245.847,103.711
0.49444,0,16.5843,26.23,245.848,103.71
0.49448,0,16.6087,26.0645,245.849,103.709
0.49452,0,16.6244,25.9598,245.85,103.707
0.49456,0,16.6056,26.016,245.851,103.707
0.4946,0,16.5774,26.0914,245.851,103.705
0.49464,0,16.5725,26.1295,245.852,103.704
0.49468,0,16.5943,25.8369,245.853,103.702
0.49472,0,16.584,26.3776,245.854,103.701
0.49476,0,16.6148,26.1871,245.854,103.7
0.4948,0,16.6544,26.5107,245.854,103.698
0.49484,0,16.7157,26.2654,245.854,103.697
0.49488,0,16.7407,26.2036,245.852,103.696
0.49492,0,16.7145,26.352,245.849,103.695
0.49496,0,16.6898,26.2179,245.847,103.694
0.495,0,16.6725,26.2164,245.845,103.693
0.49504,0,16.665,26.4977,245.844,103.692
0.49508,0,16.7022,26.4206,245.843,103.692
0.49512,0,16.7496,26.4147,245.842,103.691
0.49516,0,16.7747,26.3041,245.839,103.69
0.4952,0,16.7583,26.321,245.836,103.69
0.49524,0,16.7255,26.3603,245.833,103.69
0.49528,0,16.7091,26.5898,245.831,103.691
0.49532,0,16.7459,26.5621,245.83,103.691
0.49536,0,16.8029,26.4965,245.828,103.691
0.4954,0,16.8321,26.4785,245.826,103.692
0.49544,0,16.8237,26.6454,245.822,103.692
0.49548,0,16.8209,26.6311,245.819,103.694
0.49552,0,16.8339,26.595,245.816,103.695
0.49556,0,16.8482,26.605,245.814,103.696
0.4956,0,16.8555,26.6577,245.811,103.698
0.49564,0,16.8632,26.4848,245.808,103.7
0.49568,0,16.8491,26.4333,245.805,103.702
0.49572,0,16.8165,26.3851,245.803,103.704
0.49576,0,16.7818,26.3418,245.801,103.705
0.4958,0,16.7579,26.289,245.8,103.708
0.49584,0,16.7441,26.4768,245.8,103.711
0.49588,0,16.7647,26.231,245.8,103.713
0.49592,0,16.7709,26.3249,245.801,103.715
0.49596,0,16.7661,26.0803,245.801,103.717
0.496,0,16.7292,26.0103,245.801,103.719
0.49604,0,16.6744,26.1854,245.801,103.722
0.49608,0,16.6575,26.0961,245.803,103.724
0.49612,0,16.6697,25.9452,245.806,103.726
0.49616,0,16.6686,25.9545,245.808,103.727
0.4962,0,16.6511,26.0164,245.811,103.728
0.49624,0,16.641,26.1701,245.813,103.729
0.49628,0,16.6654,26.0069,245.816,103.731
0.49632,0,16.6853,26.1015,245.819,103.732
0.49636,0,16.6972,26.0037,245.821,103.732
0.4964,0,16.689,26.061,245.823,103.733
0.49644,0,16.6789,25.9227,245.824,103.733
0.49648,0,16.659,26.1266,245.826,103.733
0.49652,0,16.6655,26.1065,245.828,103.734
0.49656,0,16.6914,26.246,245.831,103.734
0.4966,0,16.7337,26.2325,245.833,103.734
0.49664,0,16.7679,26.4117,245.834,103.734
0.49668,0,16.8038,26.0051,245.834,103.734
0.49672,0,16.7795,26.0599,245.834,103.733
0.49676,0,16.7231,26.0788,245.833,103.733
0.4968,0,16.6831,26.0992,245.834,103.733
0.49684,0,16.6807,26.1196,245.835,103.733
0.49688,0,16.705,26.2063,245.837,103.733
0.49692,0,16.7417,26.1418,245.839,103.733
0.49696,0,16.7604,26.188,245.84,103.732
0.497,0,16.7623,26.1767,245.839,103.732
0.49704,0,16.7559,26.115,245.839,103.731
0.49708,0,16.742,26.0708,245.839,103.73
0.49712,0,16.7238,26.2506,245.839,103.73
0.49716,0,16.7347,26.1756,245.84,103.729
0.4972,0,16.7559,26.3806,245.84,103.728
0.49724,0,16.7961,26.2851,245.841,103.728
0.49728,0,16.8232,26.3756,245.84,103.727
0.49732,0,16.8378,26.5018,245.839,103.727
0.49736,0,16.8594,26.6321,245.837,103.726
0.4974,0,16.9008,26.6212,245.835,103.726
0.49744,0,16.9403,26.7985,245.833,103.726
0.49748,0,16.9829,26.6365,245.83,103.726
0.49752,0,16.9943,26.4732,245.827,103.726
0.49756,0,16.9557,26.5369,245.823,103.726
0.4976,0,16.9103,26.4489,245.819,103.727
0.49764,0,16.8789,26.6108,245.817,103.729
0.49768,0,16.891,26.6136,245.815,103.731
0.49772,0,16.9293,26.5692,245.815,103.732
0.49776,0,16.9562,26.5646,245.813,103.733
0.4978,0,16.9582,26.5474,245.811,103.735
0.49784,0,16.9431,26.6367,245.808,103.736
0.49788,0,16.9401,26.6462,245.806,103.738
0.49792,0,16.9541,26.7139,245.805,103.74
0.49796,0,16.9821,26.7889,245.804,103.741
0.498,0,17.0168,26.7854,245.802,103.743
0.49804,0,17.0413,26.4932,245.8,103.746
0.49808,0,17.0108,26.6606,245.798,103.748
0.49812,0,16.9736,26.8309,245.795,103.75
0.49816,0,16.984,26.6591,245.794,103.752
0.4982,0,17.0066,26.6958,245.794,103.755
0.49824,0,17.0214,26.7832,245.794,103.758
0.49828,0,17.0342,26.7182,245.792,103.76
0.49832,0,17.0363,26.8355,245.791,103.763
0.49836,0,17.046,26.8843,245.79,103.765
0.4984,0,17.0686,27.0403,245.79,103.768
0.49844,0,17.1121,26.9036,245.789,103.772
0.49848,0,17.136,27.1812,245.788,103.774
0.49852,0,17.1674,26.8586,245.786,103.777
0.49856,0,17.1592,27.0255,245.784,103.78
0.4986,0,17.1426,26.9091,245.782,103.783
0.49864,0,17.123,26.8043,245.781,103.786
0.49868,0,17.0956,26.7187,245.78,103.79
0.49872,0,17.0614,26.7411,245.78,103.793
0.49876,0,17.0386,26.4581,245.781,103.797
0.4988,0,16.9974,26.5889,245.783,103.8
0.49884,0,16.969,26.4143,245.785,103.802
0.49888,0,16.943,26.5699,245.788,103.805
0.49892,0,16.9436,26.6058,245.792,103.808
0.49896,0,16.9689,26.8132,245.796,103.811
0.499,0,17.0234,26.7125,245.799,103.813
0.49904,0,17.0625,26.8591,245.802,103.814
0.49908,0,17.0869,26.8422,245.804,103.816
0.49912,0,17.0952,26.7388,245.805,103.817
0.49916,0,17.0792,27.0988,245.806,103.819
0.4992,0,17.1009,27.0338,245.807,103.82
0.49924,0,17.1432,26.9793,245.809,103.821
0.49928,0,17.1671,27.0265,245.81,103.822
0.49932,0,17.1687,26.9968,245.81,103.823
0.49936,0,17.1548,26.8847,245.81,103.824
0.4994,0,17.1251,26.9983,245.811,103.825
0.49944,0,17.1112,26.9869,245.811,103.826
0.49948,0,17.1168,27.097,245.813,103.828
0.49952,0,17.1435,26.9499,245.814,103.829
0.49956,0,17.152,27.1916,245.816,103.83
0.4996,0,17.1678,27.0845,245.816,103.83
0.49964,0,17.1759,27.1169,245.817,103.83
0.49968,0,17.1759,27.0661,245.817,103.831
0.49972,0,17.1647,26.9755,245.818,103.832
0.49976,0,17.1385,26.8415,245.818,103.833
0.4998,0,17.0939,27.079,245.819,103.834
0.49984,0,17.0841,26.8684,245.82,103.834
0.49988,0,17.0819,26.978,245.823,103.835
0.49992,0,17.0877,26.9594,245.825,103.835
0.49996,0,17.0923,27.2633,245.827,103.835
0.5,0,17.1306,27.0067,245.829,103.835
0.50004,0,17.1487,26.8626,245.83,103.835
0.50008,0,17.1144,26.9934,245.831,103.834
0.50012,0,17.0737,27.2838,245.831,103.834
0.50016,0,17.0947,27.2226,245.833,103.834
0.5002,0,17.1476,27.232,245.835,103.834
0.50024,0,17.1874,27.3322,245.836,103.833
0.50028,0,17.2068,27.25,245.836,103.832
0.50032,0,17.1973,27.1867,245.835,103.831
0.50036,0,17.1654,27.1819,245.834,103.831
0.5004,0,17.1332,27.0968,245.834,103.83
0.50044,0,17.1052,27.1082,245.834,103.83
0.50048,0,17.0894,27.1392,245.835,103.83
0.50052,0,17.089,27.1604,245.836,103.83
0.50056,0,17.0981,27.234,245.838,103.829
0.5006,0,17.115,26.9901,245.839,103.829
0.50064,0,17.0967,27.075,245.839,103.828
0.50068,0,17.0642,27.0197,245.84,103.827
0.50072,0,17.0346,26.9652,245.84,103.826
0.50076,0,17.012,27.0848,245.842,103.825
0.5008,0,17.0145,26.8769,245.844,103.824
0.50084,0,17.0053,26.8277,245.846,103.823
0.50088,0,16.9741,26.7993,245.848,103.822
0.50092,0,16.9353,26.4508,245.849,103.821
0.50096,0,16.8639,26.6798,245.852,103.819
0.501,0,16.82,26.7523,245.855,103.817
0.50104,0,16.8304,26.7275,245.859,103.815
0.50108,0,16.8647,26.7351,245.864,103.813
0.50112,0,16.8884,26.6647,245.867,103.81
0.50116,0,16.8794,26.5743,245.869,103.808
0.5012,0,16.8387,26.364,245.871,103.805
0.50124,0,16.7687,26.4029,245.873,103.802
0.50128,0,16.7114,26.3618,245.875,103.798
0.50132,0,16.6844,26.3386,245.879,103.795
0.50136,0,16.68,26.3915,245.884,103.792
0.5014,0,16.6904,26.4473,245.888,103.789
0.50144,0,16.7076,26.5017,245.892,103.784
0.50148,0,16.7258,26.4838,245.894,103.78
0.50152,0,16.733,26.1594,245.896,103.776
0.50156,0,16.6858,26.2446,245.898,103.771
0.5016,0,16.6249,26.2175,245.899,103.766
0.50164,0,16.5854,26.3062,245.901,103.761
0.50168,0,16.5884,26.2235,245.904,103.756
0.50172,0,16.6035,26.4954,245.907,103.752
0.50176,0,16.6435,26.3903,245.909,103.746
0.5018,0,16.672,26.1792,245.91,103.741
0.50184,0,16.6457,26.3165,245.91,103.736
0.50188,0,16.6063,26.0418,245.909,103.731
0.50192,0,16.5502,26.2325,245.909,103.726
0.50196,0,16.526,26.116,245.909,103.721
0.502,0,16.5229,26.0522,245.91,103.715
0.50204,0,16.517,26.1233,245.911,103.71
0.50208,0,16.5126,25.9523,245.911,103.705
0.50212,0,16.4892,26.0384,245.911,103.7
0.50216,0,16.4688,25.9811,245.911,103.695
0.5022,0,16.4551,26.1323,245.911,103.69
0.50224,0,16.4683,25.9779,245.911,103.685
0.50228,0,16.4751,25.8796,245.911,103.679
0.50232,0,16.4529,25.8196,245.91,103.674
0.50236,0,16.4097,25.8725,245.908,103.67
0.5024,0,16.3802,25.8484,245.907,103.665
0.50244,0,16.3735,25.7351,245.907,103.66
0.50248,0,16.3659,25.8211,245.907,103.655
0.50252,0,16.3645,25.9255,245.906,103.65
0.50256,0,16.3827,25.6747,245.905,103.646
0.5026,0,16.3749,25.8157,245.904,103.642
0.50264,0,16.3624,25.86,245.902,103.637
0.50268,0,16.3647,25.9694,245.9,103.633
0.50272,0,16.3932,25.7782,245.899,103.629
0.50276,0,16.4027,25.8549,245.897,103.624
0.5028,0,16.3968,25.6656,245.893,103.621
0.50284,0,16.3634,25.6745,245.89,103.618
0.50288,0,16.326,25.6182,245.887,103.614
0.50292,0,16.2994,25.7608,245.885,103.611
0.50296,0,16.3096,25.5726,245.883,103.608
0.503,0,16.3177,25.7204,245.882,103.606
0.50304,0,16.3297,25.7081,245.879,103.603
0.50308,0,16.3422,25.7692,245.877,103.6
0.50312,0,16.3589,25.9999,245.874,103.597
0.50316,0,16.4045,26.0488,245.871,103.596
0.5032,0,16.4639,26.106,245.867,103.594
0.50324,0,16.5142,26.0447,245.862,103.592
0.50328,0,16.5305,25.9683,245.857,103.591
0.50332,0,16.5101,26.1534,245.85,103.59
0.50336,0,16.5044,25.9509,245.844,103.589
0.5034,0,16.4981,25.7184,245.839,103.589
0.50344,0,16.4589,25.9684,245.834,103.589
0.50348,0,16.4419,25.8156,245.829,103.59
0.50352,0,16.4406,26.0405,245.826,103.591
0.50356,0,16.4751,26.0596,245.823,103.593
0.5036,0,16.526,25.8901,245.819,103.593
0.50364,0,16.5419,25.9259,245.815,103.595
0.50368,0,16.5276,25.9675,245.81,103.597
0.50372,0,16.5144,25.9612,245.806,103.6
0.50376,0,16.5169,26.1743,245.802,103.602
0.5038,0,16.5597,26.0406,245.799,103.604
0.50384,0,16.5993,26.2492,245.796,103.607
0.50388,0,16.6407,26.1026,245.792,103.61
0.50392,0,16.6552,26.1131,245.788,103.614
0.50396,0,16.6476,26.2148,245.784,103.617
0.504,0,16.6499,26.1694,245.779,103.62
0.50404,0,16.6619,26.0386,245.776,103.624
0.50408,0,16.6591,26.2421,245.773,103.629
0.50412,0,16.6721,26.3134,245.77,103.633
0.50416,0,16.7099,26.3751,245.768,103.638
0.5042,0,16.7599,26.4042,245.765,103.643
0.50424,0,16.8016,26.3605,245.762,103.648
0.50428,0,16.8166,26.3796,245.759,103.653
0.50432,0,16.8142,26.3699,245.755,103.658
0.50436,0,16.8089,26.4193,245.752,103.664
0.5044,0,16.8168,26.2835,245.749,103.67
0.50444,0,16.8174,26.4611,245.748,103.675
0.50448,0,16.8336,26.2991,245.746,103.681
0.50452,0,16.8404,26.4342,245.745,103.687
0.50456,0,16.8523,26.4866,245.744,103.693
0.5046,0,16.8773,26.4312,245.743,103.699
0.50464,0,16.8969,26.2794,245.742,103.705
0.50468,0,16.8844,26.5702,245.742,103.711
0.50472,0,16.8936,26.4076,245.741,103.717
0.50476,0,16.9075,26.2593,245.742,103.723
0.5048,0,16.8951,26.5301,245.742,103.729
0.50484,0,16.9029,26.3629,245.743,103.735
0.50488,0,16.9123,26.4337,245.744,103.741
0.50492,0,16.9239,26.6167,245.745,103.747
0.50496,0,16.9591,26.6382,245.747,103.753
0.505,0,17.0051,26.6265,245.749,103.758
0.50504,0,17.0365,26.6757,245.75,103.764
0.50508,0,17.0514,26.7554,245.75,103.768
0.50512,0,17.0656,26.8086,245.751,103.774
0.50516,0,17.0877,26.7523,245.751,103.779
0.5052,0,17.1024,26.683,245.752,103.784
0.50524,0,17.0959,26.8567,245.753,103.789
0.50528,0,17.1015,26.9689,245.754,103.794
0.50532,0,17.1367,26.999,245.755,103.799
0.50536,0,17.1838,27.0384,245.757,103.804
0.5054,0,17.2212,26.9888,245.758,103.809
0.50544,0,17.2299,27.0365,245.758,103.813
0.50548,0,17.2238,26.7328,245.758,103.817
0.50552,0,17.1782,27.0078,245.758,103.822
0.50556,0,17.1572,27.1043,245.76,103.827
0.5056,0,17.1877,27.327,245.762,103.832
0.50564,0,17.2679,27.1415,245.765,103.835
0.50568,0,17.3202,27.3451,245.767,103.84
0.50572,0,17.3454,27.2494,245.767,103.844
0.50576,0,17.3398,27.2988,245.767,103.847
0.5058,0,17.3263,27.2428,245.767,103.851
0.50584,0,17.3127,27.1534,245.768,103.855
0.50588,0,17.2932,27.2435,245.769,103.859
0.50592,0,17.2869,27.0915,245.771,103.863
0.50596,0,17.2744,26.944,245.773,103.867
0.506,0,17.2368,27.1547,245.776,103.87
0.50604,0,17.2215,27.0315,245.779,103.873
0.50608,0,17.2198,27.2439,245.783,103.876
0.50612,0,17.248,27.2931,245.787,103.879
0.50616,0,17.2916,27.1913,245.79,103.881
0.5062,0,17.3093,27.277,245.794,103.883
0.50624,0,17.3073,27.2729,245.796,103.885
0.50628,0,17.2977,27.2734,245.798,103.887
0.50632,0,17.2899,27.3054,245.801,103.888
0.50636,0,17.2908,27.2315,245.803,103.889
0.5064,0,17.2862,27.2916,245.806,103.891
0.50644,0,17.2823,27.1975,245.809,103.892
0.50648,0,17.2686,27.4229,245.812,103.893
0.50652,0,17.279,27.4776,245.815,103.894
0.50656,0,17.313,27.4917,245.818,103.894
0.5066,0,17.3461,27.3377,245.821,103.895
0.50664,0,17.3387,27.1908,245.823,103.895
0.50668,0,17.2826,27.1203,245.824,103.895
0.50672,0,17.2093,27.1657,245.826,103.895
0.50676,0,17.1653,26.9576,245.829,103.894
0.5068,0,17.1337,27.0731,245.834,103.894
0.50684,0,17.1246,26.9796,245.838,103.894
0.50688,0,17.1185,27.1212,245.843,103.892
0.50692,0,17.1258,27.085,245.848,103.89
0.50696,0,17.1339,27.1448,245.852,103.889
0.507,0,17.1413,27.1015,245.856,103.887
0.50704,0,17.1376,27.0138,245.859,103.884
0.50708,0,17.1132,27.0766,245.862,103.882
0.50712,0,17.0903,27.0275,245.865,103.879
0.50716,0,17.0733,27.0274,245.869,103.876
0.5072,0,17.0628,27.085,245.872,103.874
0.50724,0,17.0639,27.0903,245.875,103.87
0.50728,0,17.0697,26.9159,245.878,103.867
0.50732,0,17.0487,26.9717,245.881,103.863
0.50736,0,17.0172,27.056,245.883,103.859
0.5074,0,17.0049,27.0107,245.885,103.855
0.50744,0,17.006,26.9642,245.888,103.851
0.50748,0,17.0017,26.9693,245.891,103.847
0.50752,0,16.9886,27.0774,245.892,103.843
0.50756,0,16.9868,26.8956,245.894,103.838
0.5076,0,16.9712,26.8543,245.896,103.833
0.50764,0,16.9378,26.7662,245.897,103.829
0.50768,0,16.8929,26.7365,245.898,103.825
0.50772,0,16.8524,26.8327,245.9,103.82
0.50776,0,16.8423,26.8239,245.902,103.815
0.5078,0,16.853,26.7211,245.904,103.81
0.50784,0,16.8515,26.909,245.906,103.805
0.50788,0,16.8565,26.6976,245.907,103.8
0.50792,0,16.84,26.9342,245.908,103.794
0.50796,0,16.8382,26.7613,245.908,103.789
0.508,0,16.8307,26.8309,245.908,103.784
0.50804,0,16.8227,26.7916,245.908,103.779
0.50808,0,16.8119,26.87,245.908,103.774
0.50812,0,16.8102,26.8997,245.908,103.769
0.50816,0,16.819,26.8807,245.907,103.764
0.5082,0,16.8255,27.0939,245.906,103.758
0.50824,0,16.85,26.8499,245.905,103.753
0.50828,0,16.8484,26.8649,245.903,103.749
0.50832,0,16.8212,26.7943,245.9,103.744
0.50836,0,16.7814,26.6447,245.897,103.74
0.5084,0,16.7314,26.5365,245.895,103.735
0.50844,0,16.678,26.3529,245.894,103.732
0.50848,0,16.617,26.4262,245.893,103.728
0.50852,0,16.5789,26.5414,245.893,103.724
0.50856,0,16.5868,26.5526,245.894,103.72
0.5086,0,16.6203,26.4846,245.895,103.716
0.50864,0,16.6382,26.5236,245.895,103.712
0.50868,0,16.6351,26.447,245.894,103.708
0.50872,0,16.6116,26.2824,245.892,103.704
0.50876,0,16.5642,26.4297,245.891,103.699
0.5088,0,16.5378,26.332,245.89,103.696
0.50884,0,16.5301,26.4338,245.89,103.692
0.50888,0,16.5438,26.2881,245.889,103.689
0.50892,0,16.5447,26.3821,245.889,103.686
0.50896,0,16.5403,26.2625,245.888,103.682
0.509,0,16.5219,26.1959,245.886,103.678
0.50904,0,16.4909,26.3011,245.885,103.675
0.50908,0,16.4779,26.2737,245.884,103.672
0.50912,0,16.4825,25.8834,245.884,103.669
0.50916,0,16.4422,26.1029,245.883,103.666
0.5092,0,16.403,26.0026,245.882,103.662
0.50924,0,16.3797,25.9901,245.882,103.659
0.50928,0,16.3726,25.8998,245.882,103.656
0.50932,0,16.3633,26.1025,245.882,103.654
0.50936,0,16.3768,25.993,245.882,103.651
0.5094,0,16.3904,26.1533,245.882,103.647
0.50944,0,16.4128,26.1445,245.881,103.644
0.50948,0,16.4343,26.1279,245.88,103.641
0.50952,0,16.4434,26.2296,245.878,103.638
0.50956,0,16.4532,26.2338,245.876,103.636
0.5096,0,16.4654,26.2304,245.874,103.633
0.50964,0,16.4747,26.0904,245.871,103.631
0.50968,0,16.46,26.0268,245.868,103.629
0.50972,0,16.425,26.0051,245.865,103.627
0.50976,0,16.391,26.1807,245.863,103.626
0.5098,0,16.3978,26.167,245.861,103.624
0.50984,0,16.4323,26.1805,245.86,103.622
0.50988,0,16.4658,26.0777,245.858,103.621
0.50992,0,16.4669,26.0959,245.855,103.62
0.50996,0,16.4471,26.1393,245.851,103.619
0.51,0,16.4344,26.0561,245.848,103.618
0.51004,0,16.4277,26.0382,245.846,103.617
0.51008,0,16.4231,26.094,245.844,103.616
0.51012,0,16.4284,26.2148,245.842,103.616
0.51016,0,16.4555,26.1471,245.84,103.616
0.5102,0,16.4803,25.9936,245.838,103.616
0.51024,0,16.4688,25.9402,245.835,103.616
0.51028,0,16.4293,26.0346,245.832,103.616
0.51032,0,16.406,26.0986,245.83,103.617
0.51036,0,16.4205,25.876,245.829,103.618
0.5104,0,16.4261,25.8084,245.828,103.618
0.51044,0,16.4035,25.8918,245.826,103.619
0.51048,0,16.3826,25.922,245.825,103.62
0.51052,0,16.3841,26.0461,245.824,103.621
0.51056,0,16.4188,25.9281,245.824,103.622
0.5106,0,16.4466,26.0742,245.824,103.623
0.51064,0,16.4702,25.9633,245.822,103.623
0.51068,0,16.4732,25.8363,245.821,103.624
0.51072,0,16.4453,25.9386,245.819,103.626
0.51076,0,16.4241,25.6544,245.817,103.627
0.5108,0,16.3891,25.7496,245.817,103.629
0.51084,0,16.3653,25.6625,245.817,103.63
0.51088,0,16.3534,25.8584,245.817,103.631
0.51092,0,16.3774,25.9586,245.818,103.632
0.51096,0,16.4325,25.7544,245.82,103.634
0.511,0,16.4573,25.8763,245.82,103.635
0.51104,0,16.4588,25.9914,245.819,103.636
0.51108,0,16.469,25.7911,245.818,103.636
0.51112,0,16.4649,25.755,245.818,103.638
0.51116,0,16.4444,25.8264,245.817,103.639
0.5112,0,16.4337,25.8177,245.817,103.641
0.51124,0,16.4396,25.9275,245.817,103.642
0.51128,0,16.4685,25.8349,245.818,103.643
0.51132,0,16.4899,25.6345,245.818,103.644
0.51136,0,16.4671,25.8391,245.817,103.645
0.5114,0,16.4486,25.7198,245.817,103.647
0.51144,0,16.44,25.8676,245.817,103.648
0.51148,0,16.4602,25.6932,245.818,103.649
0.51152,0,16.4714,25.7853,245.819,103.65
0.51156,0,16.4767,25.8711,245.819,103.652
0.5116,0,16.492,25.8974,245.819,103.653
0.51164,0,16.5171,25.743,245.819,103.654
0.51168,0,16.5192,25.9306,245.819,103.655
0.51172,0,16.526,25.6821,245.818,103.656
0.51176,0,16.5112,25.7274,245.818,103.657
0.5118,0,16.4895,25.8804,245.818,103.658
0.51184,0,16.4984,25.8841,245.818,103.659
0.51188,0,16.5321,25.8092,245.819,103.66
0.51192,0,16.5554,25.9581,245.819,103.661
0.51196,0,16.5768,25.8639,245.818,103.663
0.512,0,16.5827,26.1235,245.818,103.664
0.51204,0,16.6111,26.0477,245.817,103.665
0.51208,0,16.6441,25.9284,245.816,103.666
0.51212,0,16.648,25.9878,245.815,103.667
0.51216,0,16.6366,25.8923,245.813,103.668
0.5122,0,16.6153,26.115,245.811,103.67
0.51224,0,16.6286,25.9882,245.811,103.672
0.51228,0,16.652,25.9569,245.81,103.673
0.51232,0,16.6612,26.006,245.81,103.675
0.51236,0,16.6624,26.1033,245.808,103.677
0.5124,0,16.6763,25.9378,245.807,103.679
0.51244,0,16.6773,25.9793,245.807,103.68
0.51248,0,16.6709,26.1044,245.806,103.682
0.51252,0,16.6834,26.1169,245.805,103.684
0.51256,0,16.7117,26.0314,245.805,103.686
0.5126,0,16.7267,26.3541,245.804,103.688
0.51264,0,16.7663,26.6267,245.803,103.691
0.51268,0,16.8541,26.5304,245.802,103.693
0.51272,0,16.9309,26.5923,245.8,103.695
0.51276,0,16.9689,26.504,245.796,103.697
0.5128,0,16.9588,26.4979,245.791,103.699
0.51284,0,16.9284,26.4578,245.787,103.702
0.51288,0,16.9028,26.4681,245.784,103.706
0.51292,0,16.8972,26.3532,245.781,103.71
0.51296,0,16.8932,26.3337,245.78,103.714
0.513,0,16.8842,26.227,245.778,103.717
0.51304,0,16.8622,26.308,245.777,103.721
0.51308,0,16.8508,26.2558,245.777,103.724
0.51312,0,16.8502,26.0961,245.777,103.728
0.51316,0,16.8349,26.2039,245.778,103.732
0.5132,0,16.8254,26.2368,245.778,103.736
0.51324,0,16.8346,26.4975,245.78,103.74
0.51328,0,16.8888,26.5324,245.781,103.743
0.51332,0,16.96,26.4798,245.783,103.746
0.51336,0,17.0013,26.6901,245.783,103.749
0.5134,0,17.0306,26.5588,245.782,103.752
0.51344,0,17.035,26.6399,245.78,103.755
0.51348,0,17.0339,26.4875,245.779,103.758
0.51352,0,17.0174,26.6563,245.778,103.762
0.51356,0,17.0186,26.7876,245.778,103.766
0.5136,0,17.0565,26.5996,245.778,103.769
0.51364,0,17.0805,26.7347,245.778,103.773
0.51368,0,17.0928,26.6198,245.778,103.776
0.51372,0,17.0834,26.8472,245.777,103.779
0.51376,0,17.0945,26.8795,245.777,103.783
0.5138,0,17.1296,26.6989,245.777,103.786
0.51384,0,17.1415,26.7619,245.777,103.79
0.51388,0,17.1333,26.8062,245.776,103.793
0.51392,0,17.1266,26.9438,245.776,103.797
0.51396,0,17.1481,26.4496,245.777,103.801
0.514,0,17.1189,26.6132,245.777,103.804
0.51404,0,17.0728,26.6226,245.777,103.808
0.51408,0,17.0476,26.6788,245.779,103.811
0.51412,0,17.059,26.8348,245.782,103.815
0.51416,0,17.1083,26.8024,245.785,103.817
0.5142,0,17.1554,26.782,245.787,103.82
0.51424,0,17.1718,26.9421,245.788,103.822
0.51428,0,17.1817,27.0163,245.789,103.825
0.51432,0,17.2034,26.9794,245.79,103.827
0.51436,0,17.2235,26.9249,245.791,103.83
0.5144,0,17.2241,26.8726,245.791,103.832
0.51444,0,17.2036,27.04,245.791,103.834
0.51448,0,17.2014,27.01,245.792,103.837
0.51452,0,17.2162,27.0531,245.794,103.839
0.51456,0,17.2383,27.2525,245.795,103.841
0.5146,0,17.2791,27.1229,245.796,103.843
0.51464,0,17.3022,27.139,245.797,103.845
0.51468,0,17.2993,27.0793,245.796,103.847
0.51472,0,17.2754,27.2382,245.796,103.85
0.51476,0,17.2709,27.1689,245.797,103.852
0.5148,0,17.2797,27.194,245.798,103.854
0.51484,0,17.2915,27.2995,245.799,103.856
0.51488,0,17.3109,27.1546,245.8,103.857
0.51492,0,17.3095,27.3499,245.8,103.859
0.51496,0,17.3144,27.1758,245.801,103.861
0.515,0,17.3063,27.4239,245.801,103.862
0.51504,0,17.3193,27.5116,245.802,103.864
0.51508,0,17.3594,27.5906,245.803,103.866
0.51512,0,17.4087,27.7329,245.804,103.868
0.51516,0,17.4583,27.3987,245.803,103.869
0.5152,0,17.4454,27.3863,245.802,103.87
0.51524,0,17.3852,27.4543,245.8,103.871
0.51528,0,17.3362,27.4751,245.8,103.873
0.51532,0,17.327,27.4857,245.801,103.875
0.51536,0,17.3468,27.3489,245.803,103.877
0.5154,0,17.3505,27.5632,245.804,103.879
0.51544,0,17.3582,27.5162,245.805,103.88
0.51548,0,17.3652,27.5074,245.806,103.881
0.51552,0,17.3653,27.5522,245.807,103.882
0.51556,0,17.3639,27.5013,245.808,103.884
0.5156,0,17.3561,27.5575,245.809,103.885
0.51564,0,17.3518,27.4521,245.81,103.886
0.51568,0,17.3383,27.4747,245.812,103.886
0.51572,0,17.3217,27.4228,245.813,103.887
0.51576,0,17.3028,27.2998,245.815,103.888
0.5158,0,17.2714,27.3016,245.817,103.889
0.51584,0,17.2394,27.3005,245.819,103.89
0.51588,0,17.2196,27.2821,245.822,103.89
0.51592,0,17.211,27.1527,245.826,103.891
0.51596,0,17.1913,27.09,245.829,103.89
0.516,0,17.1558,26.8372,245.833,103.889
0.51604,0,17.089,26.9346,245.837,103.888
0.51608,0,17.0352,27.0012,245.841,103.887
0.51612,0,17.0251,26.9209,245.847,103.886
0.51616,0,17.0344,27.0185,245.853,103.885
0.5162,0,17.0521,26.8967,245.858,103.883
0.51624,0,17.0474,26.793,245.863,103.88
0.51628,0,17.0088,26.824,245.867,103.877
0.51632,0,16.9657,26.7422,245.871,103.874
