timebase,lv_dab.i_out,lv_dab.i_in,lv_dab.v_out,mv_dab.v_out,mv_dab.i_in
0.08584,0,16.9667,26.9365,245.706,103.686
0.08588,0,17.0233,26.5991,245.704,103.694
0.08592,0,17.051,26.8568,245.703,103.703
0.08596,0,17.0707,26.9924,245.7,103.711
0.086,0,17.1086,27.0941,245.699,103.721
0.08604,0,17.1663,27.1867,245.697,103.73
0.08608,0,17.2287,27.0976,245.696,103.739
0.08612,0,17.2589,27.2069,245.693,103.748
0.08616,0,17.2701,27.0668,245.691,103.757
0.0862,0,17.2575,27.1,245.689,103.766
0.08624,0,17.2424,27.0014,245.688,103.776
0.08628,0,17.2264,27.0182,245.688,103.786
0.08632,0,17.2195,26.9322,245.688,103.795
0.08636,0,17.2123,26.9514,245.69,103.804
0.0864,0,17.2087,26.7577,245.692,103.813
0.08644,0,17.1856,26.9048,245.695,103.822
0.08648,0,17.1744,26.7301,245.699,103.831
0.08652,0,17.1614,26.9308,245.703,103.839
0.08656,0,17.1738,26.8376,245.708,103.847
0.0866,0,17.1918,27.0082,245.714,103.855
0.08664,0,17.223,26.8346,245.719,103.862
0.08668,0,17.231,26.5085,245.725,103.868
0.08672,0,17.1723,26.6939,245.73,103.875
0.08676,0,17.1139,26.9733,245.735,103.881
0.0868,0,17.1322,26.6901,245.742,103.887
0.08684,0,17.1654,26.7439,245.751,103.891
0.08688,0,17.181,26.8629,245.758,103.896
0.08692,0,17.1905,26.8196,245.764,103.9
0.08696,0,17.1919,26.6939,245.771,103.904
0.087,0,17.1716,26.7551,245.777,103.906
0.08704,0,17.1505,26.6315,245.784,103.909
0.08708,0,17.1257,26.5358,245.791,103.912
0.08712,0,17.0923,26.5979,245.798,103.913
0.08716,0,17.0712,26.6739,245.806,103.915
0.0872,0,17.0777,26.6094,245.814,103.916
0.08724,0,17.0896,26.5875,245.822,103.915
0.08728,0,17.0888,26.6393,245.829,103.915
0.08732,0,17.0823,26.6891,245.836,103.914
0.08736,0,17.0827,26.8353,245.843,103.913
0.0874,0,17.1069,26.9267,245.85,103.911
0.08744,0,17.1492,26.7075,245.856,103.908
0.08748,0,17.1538,26.9284,245.861,103.906
0.08752,0,17.1485,26.7476,245.865,103.903
0.08756,0,17.1246,26.8755,245.868,103.9
0.0876,0,17.1106,26.9312,245.872,103.897
0.08764,0,17.1195,26.8918,245.876,103.893
0.08768,0,17.132,26.8316,245.88,103.89
0.08772,0,17.1258,27.0124,245.883,103.886
0.08776,0,17.1274,27.0971,245.886,103.882
0.0878,0,17.1494,27.2514,245.888,103.878
0.08784,0,17.1947,27.1058,245.89,103.874
0.08788,0,17.2151,27.1317,245.891,103.869
0.08792,0,17.2033,27.0636,245.89,103.864
0.08796,0,17.1681,27.2713,245.89,103.86
0.088,0,17.1602,27.3224,245.889,103.856
0.08804,0,17.1872,27.2657,245.89,103.852
0.08808,0,17.2127,27.2592,245.889,103.848
0.08812,0,17.2148,27.2494,245.888,103.844
0.08816,0,17.1963,27.2615,245.886,103.84
0.0882,0,17.1742,27.2203,245.884,103.836
0.08824,0,17.1554,26.9874,245.882,103.833
0.08828,0,17.1134,27.1059,245.881,103.83
0.08832,0,17.0792,27.1981,245.88,103.826
0.08836,0,17.0794,27.2627,245.879,103.823
0.0884,0,17.1094,27.2898,245.879,103.82
0.08844,0,17.1432,27.2923,245.878,103.816
0.08848,0,17.1582,27.312,245.876,103.813
0.08852,0,17.1539,27.3686,245.874,103.81
0.08856,0,17.1477,27.4688,245.871,103.808
0.0886,0,17.1588,27.2689,245.868,103.805
0.08864,0,17.1524,27.4124,245.866,103.803
0.08868,0,17.1451,27.4663,245.863,103.8
0.08872,0,17.1509,27.3435,245.86,103.798
0.08876,0,17.1473,27.2491,245.857,103.796
0.0888,0,17.1194,27.3789,245.855,103.794
0.08884,0,17.1004,27.4335,245.852,103.793
0.08888,0,17.1074,27.4136,245.85,103.792
0.08892,0,17.1246,27.2876,245.848,103.791
0.08896,0,17.1182,27.3096,245.846,103.79
0.089,0,17.0941,27.2722,245.843,103.789
0.08904,0,17.0664,27.0897,245.841,103.788
0.08908,0,17.0251,27.183,245.84,103.788
0.08912,0,16.998,27.1159,245.839,103.787
0.08916,0,16.9851,26.9862,245.838,103.787
0.0892,0,16.9646,26.9925,245.838,103.787
0.08924,0,16.9401,27.0517,245.839,103.786
0.08928,0,16.9297,26.9186,245.839,103.786
0.08932,0,16.9166,26.8578,245.84,103.785
0.08936,0,16.8918,27.0726,245.841,103.784
0.0894,0,16.8938,26.9802,245.842,103.783
0.08944,0,16.9062,26.8951,245.843,103.782
0.08948,0,16.9018,26.864,245.844,103.781
0.08952,0,16.8776,26.6373,245.845,103.78
0.08956,0,16.8216,26.683,245.846,103.78
0.0896,0,16.77,26.5023,245.847,103.779
0.08964,0,16.7241,26.4814,245.85,103.777
0.08968,0,16.691,26.4346,245.853,103.776
0.08972,0,16.6697,26.5836,245.857,103.774
0.08976,0,16.6784,26.6497,245.86,103.773
0.0898,0,16.7115,26.5135,245.864,103.77
0.08984,0,16.7242,26.5284,245.867,103.767
0.08988,0,16.7108,26.2789,245.869,103.765
0.08992,0,16.655,26.3519,245.871,103.762
0.08996,0,16.601,26.2022,245.873,103.759
0.09,0,16.5585,26.301,245.876,103.756
0.09004,0,16.5482,26.1543,245.88,103.754
0.09008,0,16.5427,26.1619,245.884,103.75
0.09012,0,16.5318,26.283,245.887,103.747
0.09016,0,16.5342,26.1566,245.89,103.742
0.0902,0,16.5303,26.1364,245.893,103.738
0.09024,0,16.5145,26.3922,245.896,103.734
0.09028,0,16.5289,26.3042,245.898,103.729
0.09032,0,16.5531,26.1237,245.9,103.724
0.09036,0,16.5421,26.2235,245.901,103.72
0.0904,0,16.5167,26.261,245.902,103.715
0.09044,0,16.5041,26.1081,245.902,103.71
0.09048,0,16.4881,26.1912,245.903,103.706
0.09052,0,16.4797,26.1065,245.904,103.702
0.09056,0,16.4698,26.1531,245.905,103.697
0.0906,0,16.4639,26.0855,245.905,103.692
0.09064,0,16.4545,26.1721,245.905,103.687
0.09068,0,16.4542,26.2888,245.905,103.682
0.09072,0,16.4766,26.2661,245.905,103.678
0.09076,0,16.5027,26.1352,245.904,103.672
0.0908,0,16.4982,26.2989,245.903,103.668
0.09084,0,16.4913,26.4203,245.9,103.664
0.09088,0,16.5102,26.2192,245.898,103.66
0.09092,0,16.5164,26.2301,245.896,103.656
0.09096,0,16.503,26.1493,245.893,103.652
0.091,0,16.4728,26.0778,245.89,103.649
0.09104,0,16.4361,26.0577,245.888,103.645
0.09108,0,16.4085,26.1332,245.885,103.642
0.09112,0,16.4085,26.0279,245.884,103.638
0.09116,0,16.4132,26.1438,245.883,103.636
0.0912,0,16.4256,26.0963,245.881,103.633
0.09124,0,16.434,25.9627,245.879,103.63
0.09128,0,16.4169,26.3036,245.876,103.628
0.09132,0,16.4316,26.2956,245.873,103.625
0.09136,0,16.4737,26.2662,245.871,103.623
0.0914,0,16.5089,26.421,245.868,103.62
0.09144,0,16.5397,26.5174,245.864,103.619
0.09148,0,16.573,26.2071,245.86,103.617
0.09152,0,16.5593,26.2746,245.855,103.616
0.09156,0,16.5219,26.4272,245.849,103.615
0.0916,0,16.5144,26.2272,245.845,103.614
0.09164,0,16.514,26.3446,245.841,103.614
0.09168,0,16.5249,26.2828,245.838,103.614
0.09172,0,16.5325,26.2294,245.834,103.615
0.09176,0,16.5259,26.3708,245.831,103.615
0.0918,0,16.5313,26.2292,245.827,103.616
0.09184,0,16.5315,26.1573,245.824,103.617
0.09188,0,16.5153,26.1564,245.82,103.618
0.09192,0,16.4951,25.986,245.817,103.619
0.09196,0,16.4628,26.0139,245.815,103.621
0.092,0,16.4374,26.0264,245.813,103.623
0.09204,0,16.4326,26.0327,245.812,103.624
0.09208,0,16.4452,25.9249,245.812,103.626
0.09212,0,16.4479,25.6925,245.812,103.628
0.09216,0,16.4086,25.6358,245.811,103.63
0.0922,0,16.347,25.6388,245.81,103.631
0.09224,0,16.3039,25.6806,245.811,103.633
0.09228,0,16.3024,25.6322,245.813,103.635
0.09232,0,16.322,25.7329,245.816,103.636
0.09236,0,16.3533,25.8239,245.818,103.637
0.0924,0,16.391,25.7831,245.82,103.638
0.09244,0,16.4144,25.6756,245.821,103.639
0.09248,0,16.4049,25.684,245.821,103.64
0.09252,0,16.3802,25.7025,245.821,103.641
0.09256,0,16.3662,25.7377,245.822,103.642
0.0926,0,16.3748,25.8683,245.823,103.643
0.09264,0,16.4131,25.9024,245.825,103.644
0.09268,0,16.4606,25.9545,245.826,103.644
0.09272,0,16.4987,25.9554,245.826,103.645
0.09276,0,16.5165,25.8956,245.825,103.646
0.0928,0,16.5099,25.7797,245.824,103.647
0.09284,0,16.4791,25.776,245.823,103.647
0.09288,0,16.4475,25.7918,245.822,103.648
0.09292,0,16.4367,25.8287,245.822,103.648
0.09296,0,16.4511,25.9883,245.823,103.649
0.093,0,16.4961,25.9235,245.824,103.651
0.09304,0,16.5352,26.0933,245.824,103.651
0.09308,0,16.5712,25.828,245.823,103.652
0.09312,0,16.5629,25.8894,245.821,103.653
0.09316,0,16.5332,26.037,245.82,103.654
0.0932,0,16.5316,25.8341,245.819,103.654
0.09324,0,16.5331,25.7646,245.818,103.656
0.09328,0,16.5187,25.8914,245.818,103.658
0.09332,0,16.5146,25.9309,245.818,103.659
0.09336,0,16.532,25.9053,245.818,103.66
0.0934,0,16.5547,26.0042,245.818,103.661
0.09344,0,16.5817,25.9504,245.818,103.662
0.09348,0,16.5964,26.0736,245.817,103.663
0.09352,0,16.6133,26.0149,245.816,103.664
0.09356,0,16.6243,25.9445,245.815,103.666
0.0936,0,16.6187,25.926,245.814,103.666
0.09364,0,16.6024,26.1801,245.812,103.668
0.09368,0,16.6236,25.9906,245.812,103.67
0.09372,0,16.6467,26.1107,245.811,103.672
0.09376,0,16.6684,26.0557,245.81,103.673
0.0938,0,16.6763,26.0724,245.809,103.675
0.09384,0,16.6754,26.0036,245.808,103.677
0.09388,0,16.6649,26.2196,245.807,103.679
0.09392,0,16.6827,26.3717,245.806,103.68
0.09396,0,16.7412,26.504,245.805,103.682
0.094,0,16.8214,26.3688,245.804,103.685
0.09404,0,16.8634,26.5405,245.802,103.687
0.09408,0,16.88,26.5745,245.798,103.689
0.09412,0,16.8906,26.6228,245.794,103.691
0.09416,0,16.9084,26.5491,245.791,103.694
0.0942,0,16.9185,26.5301,245.788,103.697
0.09424,0,16.9159,26.7224,245.785,103.7
0.09428,0,16.9337,26.7378,245.782,103.704
0.09432,0,16.9688,26.7366,245.779,103.708
0.09436,0,17.0003,26.8728,245.777,103.712
0.0944,0,17.0327,26.7757,245.774,103.715
0.09444,0,17.0457,26.9626,245.77,103.719
0.09448,0,17.0647,26.9607,245.767,103.723
0.09452,0,17.0898,26.9116,245.764,103.728
0.09456,0,17.1037,27.1177,245.761,103.732
0.0946,0,17.131,27.1226,245.758,103.738
0.09464,0,17.1653,26.8365,245.755,103.743
0.09468,0,17.1533,26.9135,245.752,103.748
0.09472,0,17.1184,26.9513,245.749,103.753
0.09476,0,17.0988,26.9145,245.747,103.759
0.0948,0,17.1,26.9221,245.747,103.764
0.09484,0,17.1135,26.8055,245.747,103.77
0.09488,0,17.1114,27.0142,245.747,103.776
0.09492,0,17.1232,27.0263,245.747,103.782
0.09496,0,17.1494,26.9548,245.747,103.788
0.095,0,17.1651,26.8315,245.748,103.793
0.09504,0,17.148,26.9135,245.748,103.799
0.09508,0,17.1262,26.9269,245.749,103.804
0.09512,0,17.1208,26.8006,245.751,103.809
0.09516,0,17.1148,26.8621,245.753,103.814
0.0952,0,17.1132,26.728,245.755,103.819
0.09524,0,17.0992,26.882,245.758,103.824
0.09528,0,17.0989,26.8273,245.761,103.829
0.09532,0,17.1067,26.9187,245.765,103.833
0.09536,0,17.1256,26.8627,245.768,103.836
0.0954,0,17.1376,27.0062,245.772,103.84
0.09544,0,17.1552,26.9937,245.775,103.843
0.09548,0,17.1722,26.8917,245.778,103.846
0.09552,0,17.1678,26.9767,245.781,103.85
0.09556,0,17.1591,27.1431,245.784,103.852
0.0956,0,17.1783,26.856,245.787,103.855
0.09564,0,17.1755,26.9832,245.79,103.857
0.09568,0,17.1634,26.7998,245.793,103.859
0.09572,0,17.1314,27.2148,245.796,103.861
0.09576,0,17.15,26.9331,245.8,103.863
0.0958,0,17.1704,27.0793,245.804,103.865
0.09584,0,17.1863,27.0155,245.807,103.866
0.09588,0,17.1849,26.9135,245.81,103.868
0.09592,0,17.1581,26.8019,245.813,103.868
0.09596,0,17.1102,26.9373,245.816,103.869
0.096,0,17.0853,26.8474,245.819,103.869
0.09604,0,17.0799,26.9758,245.824,103.87
0.09608,0,17.0982,26.9353,245.829,103.869
0.09612,0,17.1166,26.9396,245.833,103.869
0.09616,0,17.1208,26.9425,245.836,103.868
0.0962,0,17.1121,26.91,245.839,103.867
0.09624,0,17.0952,26.5885,245.842,103.866
0.09628,0,17.0377,26.624,245.845,103.865
0.09632,0,16.9727,26.6654,245.848,103.864
0.09636,0,16.9401,26.6164,245.853,103.862
0.0964,0,16.9361,26.6903,245.859,103.86
0.09644,0,16.9527,26.6283,245.864,103.858
0.09648,0,16.9613,26.6466,245.868,103.855
0.09652,0,16.9555,26.8321,245.872,103.852
0.09656,0,16.9658,27.0124,245.876,103.848
0.0966,0,17.011,26.8902,245.879,103.844
0.09664,0,17.0452,26.8835,245.882,103.841
0.09668,0,17.0454,26.7729,245.883,103.837
0.09672,0,17.0075,26.8154,245.883,103.833
0.09676,0,16.967,26.6954,245.883,103.829
0.0968,0,16.9314,26.7515,245.885,103.826
0.09684,0,16.9164,26.899,245.887,103.822
0.09688,0,16.9373,26.7473,245.889,103.818
0.09692,0,16.9512,26.7343,245.89,103.814
0.09696,0,16.9402,26.6954,245.891,103.81
0.097,0,16.9098,26.6512,245.891,103.806
0.09704,0,16.8747,26.7642,245.891,103.801
0.09708,0,16.8659,26.558,245.892,103.797
0.09712,0,16.8528,26.5982,245.893,103.793
0.09716,0,16.8353,26.7888,245.894,103.789
0.0972,0,16.845,26.5165,245.895,103.784
0.09724,0,16.8372,26.6181,245.895,103.78
0.09728,0,16.8205,26.3645,245.895,103.776
0.09732,0,16.7747,26.2105,245.895,103.772
0.09736,0,16.7022,26.2306,245.895,103.767
0.0974,0,16.6428,26.0642,245.896,103.763
0.09744,0,16.5981,26.256,245.898,103.759
0.09748,0,16.5976,26.079,245.901,103.755
0.09752,0,16.603,26.0291,245.903,103.75
0.09756,0,16.5891,26.1035,245.905,103.746
0.0976,0,16.5728,26.0907,245.907,103.74
0.09764,0,16.5635,26.0231,245.908,103.735
0.09768,0,16.553,26.0143,245.909,103.73
0.09772,0,16.5403,26.0604,245.91,103.725
0.09776,0,16.5357,25.994,245.911,103.72
0.0978,0,16.5297,25.9237,245.912,103.714
0.09784,0,16.512,25.8526,245.912,103.709
0.09788,0,16.4814,26.0762,245.912,103.703
0.09792,0,16.4829,26.2584,245.912,103.698
0.09796,0,16.5359,26.1381,245.912,103.693
0.098,0,16.584,26.2116,245.912,103.688
0.09804,0,16.6058,26.1745,245.91,103.683
0.09808,0,16.5975,26.1987,245.907,103.678
0.09812,0,16.58,26.1054,245.903,103.673
0.09816,0,16.5575,26.2488,245.9,103.668
0.0982,0,16.559,26.084,245.897,103.665
0.09824,0,16.5584,26.0846,245.894,103.661
0.09828,0,16.548,26.1316,245.891,103.657
0.09832,0,16.5412,26.1153,245.888,103.654
0.09836,0,16.5406,26.2441,245.885,103.65
0.0984,0,16.5604,26.1604,245.882,103.648
0.09844,0,16.5768,26.2041,245.879,103.645
0.09848,0,16.5848,26.0484,245.875,103.643
0.09852,0,16.5656,26.1852,245.87,103.64
0.09856,0,16.5528,26.1652,245.866,103.638
0.0986,0,16.5556,26.1,245.863,103.636
0.09864,0,16.5592,26.2148,245.859,103.635
0.09868,0,16.5727,26.1048,245.856,103.633
0.09872,0,16.5766,26.0765,245.852,103.632
0.09876,0,16.5657,26.129,245.848,103.632
0.0988,0,16.558,25.972,245.844,103.631
0.09884,0,16.541,25.9039,245.841,103.631
0.09888,0,16.5127,26.0241,245.838,103.631
0.09892,0,16.5049,25.9612,245.835,103.631
0.09896,0,16.5124,26.1757,245.833,103.632
0.099,0,16.5515,26.0498,245.831,103.633
0.09904,0,16.5832,26.3337,245.829,103.633
0.09908,0,16.6273,26.1181,245.826,103.634
0.09912,0,16.6432,26.2788,245.822,103.635
0.09916,0,16.6505,26.2877,245.818,103.636
0.0992,0,16.661,26.339,245.814,103.636
0.09924,0,16.681,26.3163,245.811,103.638
0.09928,0,16.699,26.1949,245.807,103.64
0.09932,0,16.6925,26.3189,245.803,103.643
0.09936,0,16.6879,26.26,245.799,103.645
0.0994,0,16.6882,26.4106,245.796,103.648
0.09944,0,16.7126,26.141,245.793,103.65
0.09948,0,16.7126,26.2299,245.791,103.654
0.09952,0,16.6995,26.461,245.788,103.657
0.09956,0,16.721,26.2236,245.785,103.661
0.0996,0,16.7372,26.3413,245.784,103.664
0.09964,0,16.7491,26.2905,245.782,103.668
0.09968,0,16.7517,26.2718,245.78,103.671
0.09972,0,16.7472,26.2632,245.778,103.675
0.09976,0,16.7424,26.3346,245.776,103.679
0.0998,0,16.7515,26.2634,245.775,103.683
0.09984,0,16.7613,26.4363,245.774,103.687
0.09988,0,16.7881,26.4576,245.774,103.691
0.09992,0,16.8243,26.4009,245.773,103.694
0.09996,0,16.8445,26.2769,245.772,103.699
0.1,0,16.8287,26.468,245.771,103.703
0.10004,0,16.8223,26.3523,245.77,103.707
0.10008,0,16.823,26.6995,245.769,103.712
0.10012,0,16.8722,26.3351,245.769,103.716
0.10016,0,16.8944,26.4113,245.77,103.72
0.1002,0,16.8844,26.4065,245.769,103.725
0.10024,0,16.8637,26.6914,245.768,103.728
0.10028,0,16.8898,26.6441,245.769,103.732
0.10032,0,16.9416,26.8144,245.77,103.737
0.10036,0,17.0042,26.6807,245.77,103.741
0.1004,0,17.0314,26.6279,245.769,103.745
0.10044,0,17.0136,26.4615,245.768,103.749
0.10048,0,16.9583,26.6922,245.766,103.754
0.10052,0,16.9369,26.7441,245.766,103.758
0.10056,0,16.9675,26.8237,245.768,103.762
0.1006,0,17.0276,26.6472,245.77,103.766
0.10064,0,17.0528,26.8032,245.77,103.77
0.10068,0,17.0555,26.8264,245.77,103.774
0.10072,0,17.0561,26.9573,245.77,103.778
0.10076,0,17.0791,26.8372,245.771,103.782
0.1008,0,17.0968,26.9938,245.771,103.786
0.10084,0,17.1182,27.0801,245.772,103.79
0.10088,0,17.1495,27.0447,245.772,103.794
0.10092,0,17.1728,27.1533,245.772,103.797
0.10096,0,17.1937,27.2791,245.772,103.801
0.101,0,17.2252,27.2308,245.771,103.805
0.10104,0,17.2491,27.1636,245.771,103.809
0.10108,0,17.2473,27.2544,245.77,103.813
0.10112,0,17.2409,27.4597,245.77,103.816
0.10116,0,17.2676,27.2805,245.769,103.82
0.1012,0,17.2886,27.298,245.77,103.824
0.10124,0,17.2898,27.136,245.769,103.828
0.10128,0,17.2565,27.1174,245.769,103.832
0.10132,0,17.2114,27.0641,245.769,103.836
0.10136,0,17.1751,26.9438,245.771,103.84
0.1014,0,17.1446,26.9019,245.773,103.843
0.10144,0,17.1196,26.861,245.776,103.846
0.10148,0,17.0995,26.7605,245.78,103.85
0.10152,0,17.0749,26.8128,245.784,103.853
0.10156,0,17.0593,26.6611,245.789,103.856
0.1016,0,17.0371,26.5531,245.794,103.858
0.10164,0,16.9993,26.5397,245.799,103.859
0.10168,0,16.9615,26.6513,245.805,103.861
0.10172,0,16.9547,26.7344,245.811,103.862
0.10176,0,16.9835,26.6903,245.818,103.863
0.1018,0,17.0137,26.699,245.824,103.863
0.10184,0,17.0239,26.6293,245.829,103.863
0.10188,0,17.0056,26.6034,245.834,103.863
0.10192,0,16.9732,26.6898,245.838,103.861
0.10196,0,16.9587,26.6462,245.843,103.86
0.102,0,16.9599,26.5364,245.848,103.859
0.10204,0,16.9505,26.7085,245.853,103.858
0.10208,0,16.9518,26.5615,245.858,103.855
0.10212,0,16.9444,26.6349,245.862,103.852
0.10216,0,16.9365,27.0175,245.866,103.85
0.1022,0,16.9817,26.7751,245.87,103.847
0.10224,0,17.0199,26.9499,245.874,103.844
0.10228,0,17.0437,27.017,245.876,103.84
0.10232,0,17.0587,26.8879,245.877,103.837
0.10236,0,17.0481,26.8785,245.878,103.833
0.1024,0,17.0203,26.8533,245.878,103.83
0.10244,0,16.9916,26.8538,245.879,103.826
0.10248,0,16.9738,26.7248,245.88,103.823
0.10252,0,16.952,26.8223,245.881,103.82
0.10256,0,16.9411,26.6606,245.882,103.816
0.1026,0,16.9209,26.6166,245.883,103.813
0.10264,0,16.8891,26.6564,245.884,103.809
0.10268,0,16.8652,26.4323,245.886,103.805
0.10272,0,16.828,26.6362,245.887,103.802
0.10276,0,16.8143,26.4116,245.889,103.798
0.1028,0,16.7973,26.4093,245.891,103.794
0.10284,0,16.7729,26.4406,245.893,103.789
0.10288,0,16.755,26.3564,245.894,103.785
0.10292,0,16.7377,26.2595,245.896,103.781
0.10296,0,16.7102,26.4744,245.898,103.777
0.103,0,16.7099,26.2968,245.899,103.772
0.10304,0,16.7097,26.2927,245.901,103.767
0.10308,0,16.6983,26.4449,245.902,103.762
0.10312,0,16.7012,26.2908,245.903,103.757
0.10316,0,16.6965,26.0086,245.904,103.752
0.1032,0,16.6441,26.0744,245.904,103.747
0.10324,0,16.5821,26.213,245.904,103.743
0.10328,0,16.565,25.9832,245.906,103.739
0.10332,0,16.5591,26.0596,245.908,103.734
0.10336,0,16.5576,25.965,245.909,103.728
0.1034,0,16.5441,25.6339,245.91,103.723
0.10344,0,16.4806,25.92,245.91,103.718
0.10348,0,16.4391,25.8376,245.911,103.713
0.10352,0,16.4329,26.0483,245.913,103.708
0.10356,0,16.4745,26.0903,245.915,103.703
0.1036,0,16.5327,26.0962,245.916,103.697
0.10364,0,16.5704,26.1609,245.915,103.691
0.10368,0,16.5837,26.2877,245.913,103.685
0.10372,0,16.5968,26.0894,245.91,103.68
0.10376,0,16.5867,26.1484,245.907,103.675
0.1038,0,16.5682,26.2935,245.904,103.671
0.10384,0,16.5755,26.2159,245.901,103.667
0.10388,0,16.5923,26.3147,245.898,103.663
0.10392,0,16.6147,26.359,245.894,103.659
0.10396,0,16.6375,26.1193,245.89,103.655
0.104,0,16.6203,26.1219,245.886,103.651
0.10404,0,16.5787,26.2546,245.881,103.649
0.10408,0,16.562,26.3361,245.876,103.646
0.10412,0,16.5879,26.2831,245.873,103.644
0.10416,0,16.6232,26.3092,245.87,103.642
0.1042,0,16.6447,26.3853,245.865,103.64
0.10424,0,16.6572,26.3302,245.86,103.639
0.10428,0,16.6571,26.4747,245.855,103.637
0.10432,0,16.6693,26.3578,245.85,103.635
0.10436,0,16.6768,26.0665,245.845,103.635
0.1044,0,16.6366,26.1335,245.84,103.635
0.10444,0,16.584,26.2551,245.835,103.635
0.10448,0,16.5719,26.2723,245.831,103.635
0.10452,0,16.6009,26.2527,245.829,103.636
0.10456,0,16.6376,26.1735,245.826,103.637
0.1046,0,16.6469,26.2397,245.823,103.638
0.10464,0,16.6408,26.1006,245.819,103.639
0.10468,0,16.617,26.1689,245.815,103.641
0.10472,0,16.6023,26.0804,245.812,103.642
0.10476,0,16.5948,26.0918,245.81,103.644
0.1048,0,16.5942,26.0652,245.808,103.646
0.10484,0,16.5958,25.9895,245.806,103.649
0.10488,0,16.588,25.9961,245.805,103.651
0.10492,0,16.5775,26.0912,245.803,103.653
0.10496,0,16.5859,26.3223,245.802,103.655
0.105,0,16.6384,26.1941,245.802,103.656
0.10504,0,16.6868,26.288,245.801,103.659
0.10508,0,16.7161,26.3351,245.799,103.662
0.10512,0,16.7318,25.9284,245.796,103.664
0.10516,0,16.6863,26.0414,245.794,103.667
0.1052,0,16.6283,26.0743,245.791,103.669
0.10524,0,16.6055,25.8434,245.791,103.673
0.10528,0,16.5909,26.0242,245.791,103.676
0.10532,0,16.601,25.9778,245.792,103.679
0.10536,0,16.6209,26.1846,245.793,103.682
0.1054,0,16.6627,26.2127,245.794,103.685
0.10544,0,16.711,26.2897,245.795,103.687
0.10548,0,16.7529,26.1438,245.794,103.689
0.10552,0,16.7576,26.2958,245.793,103.692
0.10556,0,16.7552,26.2865,245.792,103.694
0.1056,0,16.7606,26.1728,245.791,103.697
0.10564,0,16.7581,26.2801,245.791,103.7
0.10568,0,16.7628,26.045,245.79,103.703
0.10572,0,16.7451,26.1613,245.79,103.706
0.10576,0,16.73,25.9609,245.79,103.709
0.1058,0,16.7044,26.0698,245.791,103.712
0.10584,0,16.693,26.142,245.792,103.715
0.10588,0,16.7109,26.171,245.794,103.718
0.10592,0,16.7457,26.1121,245.795,103.72
0.10596,0,16.7667,26.2294,245.797,103.722
0.106,0,16.7821,26.197,245.797,103.724
0.10604,0,16.7899,26.4186,245.798,103.726
0.10608,0,16.8213,26.3681,245.799,103.728
0.10612,0,16.8572,26.4259,245.799,103.73
0.10616,0,16.8858,26.5113,245.799,103.733
0.1062,0,16.9106,26.2817,245.799,103.735
0.10624,0,16.8979,26.5594,245.798,103.737
0.10628,0,16.8988,26.5949,245.797,103.739
0.10632,0,16.9275,26.2967,245.797,103.742
0.10636,0,16.9246,26.3441,245.796,103.745
0.1064,0,16.8965,26.4658,245.796,103.747
0.10644,0,16.8862,26.6674,245.795,103.749
0.10648,0,16.9276,26.6688,245.796,103.752
0.10652,0,16.9901,26.6173,245.797,103.754
0.10656,0,17.0261,26.5062,245.797,103.756
0.1066,0,17.0104,26.6269,245.795,103.759
0.10664,0,16.9856,26.4719,245.794,103.761
0.10668,0,16.9584,26.5547,245.793,103.763
0.10672,0,16.9515,26.6677,245.793,103.765
0.10676,0,16.9782,26.8051,245.794,103.768
0.1068,0,17.0342,26.6693,245.795,103.771
0.10684,0,17.067,26.6541,245.795,103.773
0.10688,0,17.0611,26.7171,245.794,103.775
0.10692,0,17.0441,26.7423,245.793,103.777
0.10696,0,17.0399,26.7815,245.793,103.78
0.107,0,17.0553,26.7278,245.793,103.783
0.10704,0,17.0693,26.726,245.794,103.785
0.10708,0,17.0719,27.0138,245.794,103.788
0.10712,0,17.1038,26.8816,245.793,103.79
0.10716,0,17.1348,26.9461,245.794,103.792
0.1072,0,17.1533,26.8629,245.793,103.795
0.10724,0,17.1467,26.8044,245.792,103.797
0.10728,0,17.1194,27.0211,245.791,103.799
0.10732,0,17.1213,26.8934,245.791,103.802
0.10736,0,17.1346,26.8318,245.792,103.805
0.1074,0,17.1343,26.8992,245.792,103.807
0.10744,0,17.1294,26.7367,245.793,103.81
0.10748,0,17.1059,26.887,245.793,103.812
0.10752,0,17.0965,26.6449,245.794,103.814
0.10756,0,17.0757,26.8413,245.795,103.816
0.1076,0,17.0727,26.6981,245.797,103.819
0.10764,0,17.07,26.9005,245.799,103.82
0.10768,0,17.0884,26.9064,245.801,103.822
0.10772,0,17.118,26.9043,245.804,103.824
0.10776,0,17.1392,26.8908,245.805,103.825
0.1078,0,17.1418,27.0324,245.806,103.827
0.10784,0,17.15,27.0467,245.807,103.828
0.10788,0,17.1672,27.1469,245.808,103.829
0.10792,0,17.1956,27.1927,245.809,103.831
0.10796,0,17.2262,27.3648,245.81,103.832
0.108,0,17.2666,27.3377,245.81,103.833
0.10804,0,17.2963,27.336,245.81,103.834
0.10808,0,17.3044,27.4408,245.808,103.835
0.10812,0,17.3091,27.1973,245.807,103.837
0.10816,0,17.2842,27.3151,245.806,103.837
0.1082,0,17.2593,27.3892,245.805,103.839
0.10824,0,17.2608,27.364,245.805,103.841
0.10828,0,17.277,27.5148,245.805,103.843
0.10832,0,17.3093,27.4887,245.805,103.844
