time,voltage,current
0,999.99943939966522,0.5606003348948434
4.0000000000000003e-05,999.46621801633125,533.78198366879951
8.0000000000000007e-05,999.44017621527348,559.82378472667187
0.00012000000000000002,999.4389043694257,561.09563057438936
0.00016000000000000001,999.4388422542188,561.15774578123819
0.00020000000000000001,999.43883922059729,561.1607794027077
0.00024000000000000003,999.43883907243935,561.16092756064609
0.00028000000000000003,999.43883906520352,561.16093479655683
0.00032000000000000003,999.43883906485019,561.16093514987733
0.00036000000000000002,999.43883906483291,561.1609351671068
0.00040000000000000002,999.43674763761635,563.25236238376237
0.00044000000000000002,999.43669918212049,563.30081787961535
0.00048000000000000007,999.43669681562051,563.30318437959068
0.00052000000000000006,999.43669670004397,563.30329995625652
0.00056000000000000006,999.4366966943993,563.30330560076982
0.00060000000000000006,999.43669669412361,563.30330587655772
0.00064000000000000005,999.4366966941102,563.30330588994548
0.00068000000000000005,999.43669669410951,563.30330589064397
0.00072000000000000005,999.43669669410951,563.30330589064397
0.00076000000000000004,999.43669669410951,563.30330589064397
0.00080000000000000004,999.43594317961993,564.05682038026862
0.00084000000000000003,999.43592572172417,564.07427827594802
0.00088000000000000003,999.4359248691045,564.07513089571148
0.00092000000000000003,999.43592482746374,564.07517253642436
0.00096000000000000013,999.43592482542999,564.07517457020003
0.001,999.43592482533074,564.0751746695023
0.0010400000000000001,999.43592482532586,564.07517467427533
0.00108,999.43592482532563,564.07517467450816
0.0011200000000000001,999.43592482532563,564.07517467450816
0.00116,999.43592482532563,564.07517467450816
0.0012000000000000001,999.43563371259074,564.36628740932792
0.00124,999.43562696790855,564.3730320915347
0.0012800000000000001,999.43562663850753,564.3733614924131
0.0013200000000000002,999.43562662242005,564.37337757996283
0.0013600000000000001,999.43562662163436,564.37337836564984
0.0014000000000000002,999.43562662159593,564.3733784040669
0.0014400000000000001,999.43562662159411,564.37337840592954
0.0014800000000000002,999.435626621594,564.37337840604596
0.0015200000000000001,999.435626621594,564.37337840604596
0.0015600000000000002,999.435626621594,564.37337840604596
0.0016000000000000001,999.43794210262968,562.05789737030864
0.0016400000000000002,999.43799574914476,562.00425085518509
0.0016800000000000001,999.43799836916696,562.00163083302323
0.0017200000000000002,999.43799849712536,562.00150287465658
0.0017600000000000001,999.43799850337462,562.0014966254821
0.0018000000000000002,999.43799850367975,562.00149632024113
0.0018400000000000001,999.43799850369476,562.00149630522355
0.0018800000000000002,999.43799850369544,562.00149630464148
0.0019200000000000003,999.43799850369544,562.00149630464148
0.0019600000000000004,999.43799850369544,562.00149630464148
0.002,999.44115160016679,558.84839983319398
0.0020400000000000001,999.44122465308112,558.77534691884648
0.0020800000000000003,999.44122822088525,558.77177911472972
0.0021200000000000004,999.44122839513193,558.77160486811772
0.00216,999.44122840364184,558.77159635815769
0.0022000000000000001,999.44122840405748,558.771595942555
0.0022400000000000002,999.44122840407783,558.77159592218231
0.0022800000000000003,999.44122840407874,558.77159592125099
0.00232,999.44122840407886,558.77159592113458
0.0023600000000000001,999.44122840407886,558.77159592113458
0.0024000000000000002,999.44312884375017,556.87115624977741
0.0024400000000000003,999.44317287432693,556.82712567306589
0.00248,999.44317502471995,556.82497528009117
0.0025200000000000001,999.44317512974214,556.82487025787123
0.0025600000000000002,999.44317513487135,556.82486512861215
0.0026000000000000003,999.44317513512181,556.82486487820279
0.0026400000000000004,999.44317513513408,556.82486486597918
0.0026800000000000001,999.44317513513465,556.8248648653971
0.0027200000000000002,999.44317513513465,556.8248648653971
0.0027600000000000003,999.44317513513465,556.8248648653971
0.0028000000000000004,999.4404657210016,559.53427899850067
0.0028400000000000001,999.44040294759782,559.5970524023287
0.0028800000000000002,999.4403998818309,559.60011816921178
0.0029200000000000003,999.44039973210306,559.60026789701078
0.0029600000000000004,999.4403997247905,559.60027520963922
0.0030000000000000001,999.44039972443329,559.60027556680143
0.0030400000000000002,999.4403997244159,559.60027558414731
0.0030800000000000003,999.44039972441499,559.60027558507863
0.0031200000000000004,999.44039972441499,559.60027558507863
0.00316,999.44039972441499,559.60027558507863
0.0032000000000000002,999.43736807464131,562.63192535878625
0.0032400000000000003,999.43729783548019,562.70216451981105
0.0032800000000000004,999.43729440509594,562.70559490413871
0.0033200000000000005,999.43729423756065,562.70576243940741
0.0033600000000000001,999.43729422937849,562.70577062154189
0.0034000000000000002,999.43729422897889,562.70577102107927
0.0034400000000000003,999.43729422895933,562.70577104063705
0.0034800000000000005,999.43729422895831,562.70577104168478
0.0035200000000000001,999.43729422895831,562.70577104168478
0.0035600000000000002,999.43729422895831,562.70577104168478
0.0036000000000000003,999.44018927744696,559.8107225530548
0.0036400000000000004,999.44025635174387,559.74364825617522
0.0036800000000000001,999.44025962756052,559.74037243961357
0.0037200000000000002,999.44025978754701,559.74021245306358
0.0037600000000000003,999.44025979536048,559.74020463961642
0.0038000000000000004,999.44025979574201,559.740204258007
0.0038400000000000005,999.44025979576065,559.74020423938055
0.0038800000000000002,999.44025979576156,559.74020423844922
0.0039200000000000007,999.44025979576156,559.74020423844922
0.00396,999.44025979576156,559.74020423844922
0.0040000000000000001,999.44127061743927,558.72938256070483
0.0040400000000000002,999.44129403678926,558.70596321078483
0.0040800000000000003,999.44129518055809,558.70481944188941
0.0041200000000000004,999.44129523641823,558.70476358185988
0.0041600000000000005,999.44129523914637,558.70476085366681
0.0042000000000000006,999.4412952392795,558.70476072048768
0.0042400000000000007,999.44129523928609,558.70476071385201
0.00428,999.44129523928643,558.70476071350276
0.0043200000000000001,999.44129523928643,558.70476071350276
0.0043600000000000002,999.44129523928643,558.70476071350276
0.0044000000000000003,999.42863812395319,571.36187604686711
0.0044400000000000004,999.42834487597645,571.65512402367312
0.0044800000000000005,999.42833055414735,571.66944585274905
0.0045200000000000006,999.42832985468885,571.67014531116001
0.0045600000000000007,999.42832982052835,571.6701794717228
0.0046000000000000008,999.42832981885988,571.6701811401872
0.00464,999.42832981877848,571.67018122156151
0.0046800000000000001,999.4283298187745,571.67018122551963
0.0047200000000000002,999.42832981877427,571.67018122575246
0.0047600000000000003,999.42832981877427,571.67018122575246
0.0048000000000000004,999.44281874559249,557.18125440762378
0.0048400000000000006,999.44315443412518,556.84556587482803
0.0048800000000000007,999.44317082869281,556.82917130726855
0.0049200000000000008,999.44317162938091,556.82837061909959
0.00496,999.44317166848543,556.82833151461091
0.0050000000000000001,999.44317167039537,556.82832960470114
0.0050400000000000002,999.4431716704886,556.82832951145247
0.0050800000000000003,999.44317167049314,556.82832950691227
0.0051200000000000004,999.44317167049337,556.82832950667944
0.0051600000000000005,999.44317167049337,556.82832950667944
