Time,i_out,fault
0,161.16093516801629,0
4.0000000000000003e-05,161.16093516801629,0
8.0000000000000007e-05,161.16093516801629,0
0.00012000000000000002,161.16093516801629,0
0.00016000000000000001,161.16093516801629,0
0.00020000000000000001,161.16093516801629,0
0.00024000000000000003,161.16093516801629,0
0.00028000000000000003,161.16093516801629,0
0.00032000000000000003,161.16093516801629,0
0.00036000000000000002,161.16093516801629,0
0.00040000000000000002,163.303305890654,0
0.00044000000000000002,163.303305890654,0
0.00048000000000000007,163.303305890654,0
0.00052000000000000006,163.303305890654,0
0.00056000000000000006,163.303305890654,0
0.00060000000000000006,163.303305890654,0
0.00064000000000000005,163.303305890654,0
0.00068000000000000005,163.303305890654,0
0.00072000000000000005,163.303305890654,0
0.00076000000000000004,163.303305890654,0
0.00080000000000000004,164.07517467445797,0
0.00084000000000000003,164.07517467445797,0
0.00088000000000000003,164.07517467445797,0
0.00092000000000000003,164.07517467445797,0
0.00096000000000000013,164.07517467445797,0
0.001,164.07517467445797,0
0.0010400000000000001,164.07517467445797,0
0.00108,164.07517467445797,0
0.0011200000000000001,164.07517467445797,0
0.00116,164.07517467445797,0
0.0012000000000000001,164.37337840599398,0
0.00124,164.37337840599398,0
0.0012800000000000001,164.37337840599398,0
0.0013200000000000002,164.37337840599398,0
0.0013600000000000001,164.37337840599398,0
0.0014000000000000002,164.37337840599398,0
0.0014400000000000001,164.37337840599398,0
0.0014800000000000002,164.37337840599398,0
0.0015200000000000001,164.37337840599398,0
0.0015600000000000002,164.37337840599398,0
0.0016000000000000001,162.00149630450511,0
0.0016400000000000002,162.00149630450511,0
0.0016800000000000001,162.00149630450511,0
0.0017200000000000002,162.00149630450511,0
0.0017600000000000001,162.00149630450511,0
0.0018000000000000002,162.00149630450511,0
0.0018400000000000001,162.00149630450511,0
0.0018800000000000002,162.00149630450511,0
0.0019200000000000003,162.00149630450511,0
0.0019600000000000004,162.00149630450511,0
0.002,158.77159592114472,0
0.0020400000000000001,158.77159592114472,0
0.0020800000000000003,158.77159592114472,0
0.0021200000000000004,158.77159592114472,0
0.00216,158.77159592114472,0
0.0022000000000000001,158.77159592114472,0
0.0022400000000000002,158.77159592114472,0
0.0022800000000000003,158.77159592114472,0
0.00232,158.77159592114472,0
0.0023600000000000001,158.77159592114472,0
0.0024000000000000002,156.82486486529612,0
0.0024400000000000003,156.82486486529612,0
0.00248,156.82486486529612,0
0.0025200000000000001,156.82486486529612,0
0.0025600000000000002,156.82486486529612,0
0.0026000000000000003,156.82486486529612,0
0.0026400000000000004,156.82486486529612,0
0.0026800000000000001,156.82486486529612,0
0.0027200000000000002,156.82486486529612,0
0.0027600000000000003,156.82486486529612,0
0.0028000000000000004,159.60027558505308,0
0.0028400000000000001,159.60027558505308,0
0.0028800000000000002,159.60027558505308,0
0.0029200000000000003,159.60027558505308,0
0.0029600000000000004,159.60027558505308,0
0.0030000000000000001,159.60027558505308,0
0.0030400000000000002,159.60027558505308,0
0.0030800000000000003,159.60027558505308,0
0.0031200000000000004,159.60027558505308,0
0.00316,159.60027558505308,0
0.0032000000000000002,162.70577104176533,0
0.0032400000000000003,162.70577104176533,0
0.0032800000000000004,162.70577104176533,0
0.0033200000000000005,162.70577104176533,0
0.0033600000000000001,162.70577104176533,0
0.0034000000000000002,162.70577104176533,0
0.0034400000000000003,162.70577104176533,0
0.0034800000000000005,162.70577104176533,0
0.0035200000000000001,162.70577104176533,0
0.0035600000000000002,162.70577104176533,0
0.0036000000000000003,159.74020423835793,0
0.0036400000000000004,159.74020423835793,0
0.0036800000000000001,159.74020423835793,0
0.0037200000000000002,159.74020423835793,0
