time,v_out,i_in
0.39648000000000005,250.05068969726563,19.581502914428711
0.39652000000000004,249.91470336914063,19.602325439453125
0.39656000000000002,249.78045654296875,19.640645980834961
0.39660000000000001,249.64854431152344,19.685836791992188
0.39664000000000005,249.51953125,19.732046127319336
0.39668000000000003,249.3939208984375,19.779096603393555
0.39672000000000002,249.27220153808594,19.82957649230957
0.39676000000000006,249.15481567382813,19.886203765869141
0.39680000000000004,249.04216003417969,19.94981575012207
0.39684000000000003,249.03927612304688,20.004472732543945
0.39688000000000001,248.99272155761719,20.048019409179688
0.39692000000000005,248.94895935058594,20.084941864013672
0.39696000000000004,248.90809631347656,20.120147705078125
0.39700000000000002,248.87020874023438,20.157331466674805
0.39704000000000006,248.83534240722656,20.197046279907227
0.39708000000000004,248.8035888671875,20.240480422973633
0.39712000000000003,248.77493286132813,20.286258697509766
0.39716000000000001,248.74940490722656,20.33203125
0.39720000000000005,248.72700500488281,20.377805709838867
0.39724000000000004,248.70112609863281,20.423955917358398
0.39728000000000002,248.68142700195313,20.470705032348633
0.39732000000000001,248.66493225097656,20.517116546630859
0.39736000000000005,248.65159606933594,20.562557220458984
0.39740000000000003,248.641357421875,20.607564926147461
0.39744000000000002,248.63412475585938,20.651880264282227
0.39748000000000006,248.62983703613281,20.694303512573242
0.39752000000000004,248.62838745117188,20.735546112060547
0.39756000000000002,248.629638671875,20.775468826293945
0.39760000000000001,248.63349914550781,20.813446044921875
0.39764000000000005,248.80131530761719,20.826778411865234
0.39768000000000003,248.89578247070313,20.812145233154297
0.39772000000000002,248.98799133300781,20.777040481567383
0.39776000000000006,249.07757568359375,20.731313705444336
0.39780000000000004,249.16419982910156,20.681772232055664
0.39784000000000003,249.24754333496094,20.632026672363281
0.39788000000000001,249.32734680175781,20.582859039306641
0.39792000000000005,249.40335083007813,20.531967163085938
0.39796000000000004,249.475341796875,20.477706909179688
0.39800000000000002,249.54310607910156,20.4197998046875
0.39804,249.49995422363281,20.373737335205078
0.39808000000000004,249.50224304199219,20.342109680175781
0.39812000000000003,249.50288391113281,20.320606231689453
0.39816000000000001,249.50193786621094,20.303852081298828
0.39820000000000005,249.49948120117188,20.286832809448242
0.39824000000000004,249.49557495117188,20.268640518188477
0.39828000000000002,249.49031066894531,20.249267578125
0.39832000000000001,249.48374938964844,20.229217529296875
0.39836000000000005,249.47601318359375,20.210750579833984
0.39840000000000003,249.4671630859375,20.1932373046875
0.39844000000000002,249.69844055175781,20.142215728759766
0.39848000000000006,249.81575012207031,20.053689956665039
0.39852000000000004,249.925537109375,19.939279556274414
0.39856000000000003,250.02757263183594,19.813793182373047
0.39860000000000001,250.12165832519531,19.687520980834961
0.39864000000000005,250.20765686035156,19.564243316650391
0.39868000000000003,250.28547668457031,19.445924758911133
0.39872000000000002,250.35508728027344,19.3291015625
0.39876000000000006,250.41644287109375,19.2125244140625
0.39880000000000004,250.46963500976563,19.095735549926758
0.39884000000000003,250.31471252441406,19.007701873779297
0.39888000000000001,250.24552917480469,18.953187942504883
0.39892000000000005,250.17402648925781,18.923219680786133
0.39896000000000004,250.10066223144531,18.90623664855957
0.39900000000000002,250.02586364746094,18.893569946289063
0.39904000000000001,249.95005798339844,18.882606506347656
0.39908000000000005,249.87367248535156,18.873220443725586
0.39912000000000003,249.797119140625,18.867208480834961
0.39916000000000001,249.72076416015625,18.865997314453125
0.39920000000000005,249.64498901367188,18.870306015014648
0.39924000000000004,249.23147583007813,18.930629730224609
0.39928000000000002,248.97796630859375,19.051687240600586
0.39932000000000001,248.73542785644531,19.217161178588867
0.39936000000000005,248.50459289550781,19.403919219970703
0.39940000000000003,248.2861328125,19.597129821777344
0.39944000000000002,248.08059692382813,19.789178848266602
0.39948000000000006,247.88848876953125,19.980035781860352
0.39952000000000004,247.71018981933594,20.171125411987305
0.39956000000000003,247.54600524902344,20.366186141967773
0.39960000000000001,247.39617919921875,20.56639289855957
0.39964000000000005,247.78915405273438,20.695255279541016
0.39968000000000004,247.94905090332031,20.7427978515625
0.39972000000000002,248.10888671875,20.731668472290039
0.39976000000000006,248.26785278320313,20.691709518432617
0.39980000000000004,248.42520141601563,20.645681381225586
0.39984000000000003,248.58023071289063,20.602523803710938
0.39988000000000001,248.73226928710938,20.561765670776367
0.39992000000000005,248.88067626953125,20.518978118896484
0.39996000000000004,249.02488708496094,20.468940734863281
0.40000000000000002,249.16433715820313,20.408910751342773
0.40004000000000001,248.86036682128906,20.402029037475586
0.40008000000000005,248.75611877441406,20.456939697265625
0.40012000000000003,248.65791320800781,20.555019378662109
0.40016000000000002,248.56600952148438,20.670637130737305
0.40020000000000006,248.4805908203125,20.785367965698242
0.40024000000000004,248.40182495117188,20.891773223876953
0.40028000000000002,248.32980346679688,20.98924446105957
0.40032000000000001,248.26463317871094,21.082569122314453
0.40036000000000005,248.20634460449219,21.175260543823242
0.40040000000000003,248.15493774414063,21.269618988037109
0.40044000000000002,248.34140014648438,21.332708358764648
0.40048000000000006,248.42637634277344,21.360849380493164
0.40052000000000004,248.51164245605469,21.362207412719727
0.40056000000000003,248.59677124023438,21.349891662597656
0.40060000000000001,248.68136596679688,21.33302116394043
0.40064000000000005,248.7650146484375,21.316471099853516
0.40068000000000004,248.84733581542969,21.299755096435547
0.40072000000000002,248.92799377441406,21.279790878295898
0.40076000000000001,249.00665283203125,21.256401062011719
0.40080000000000005,249.08302307128906,21.227174758911133
0.40084000000000003,249.00375366210938,21.21485710144043
0.40088000000000001,248.99337768554688,21.222576141357422
0.40092000000000005,248.98417663574219,21.243818283081055
0.40096000000000004,248.97613525390625,21.269430160522461
0.40100000000000002,248.96922302246094,21.294107437133789
0.40104000000000001,248.96347045898438,21.314754486083984
0.40108000000000005,248.95883178710938,21.331514358520508
0.40112000000000003,248.95529174804688,21.345903396606445
0.40116000000000002,248.95283508300781,21.359745025634766
0.40120000000000006,248.95140075683594,21.373088836669922
0.40124000000000004,249.16062927246094,21.357259750366211
0.40128000000000003,249.27256774902344,21.307950973510742
0.40132000000000001,249.37960815429688,21.234106063842773
0.40136000000000005,249.4814453125,21.148427963256836
0.40140000000000003,249.57778930664063,21.060432434082031
0.40144000000000002,249.66838073730469,20.973392486572266
0.40148000000000006,249.75300598144531,20.888450622558594
0.40152000000000004,249.83149719238281,20.803571701049805
0.40156000000000003,249.90371704101563,20.716833114624023
0.40160000000000001,249.96955871582031,20.627361297607422
0.40164000000000005,249.80801391601563,20.567461013793945
0.40168000000000004,249.74356079101563,20.541885375976563
0.40172000000000002,249.67878723144531,20.541131973266602
0.40176000000000001,249.61399841308594,20.553304672241211
0.40180000000000005,249.54954528808594,20.567556381225586
0.40184000000000003,249.4857177734375,20.579999923706055
0.40188000000000001,249.42279052734375,20.592203140258789
0.40192000000000005,249.36105346679688,20.605459213256836
0.40196000000000004,249.30078125,20.62187385559082
0.40200000000000002,249.24217224121094,20.642553329467773
0.40204000000000001,249.33078002929688,20.646997451782227
0.40208000000000005,249.35337829589844,20.631526947021484
0.40212000000000003,249.37423706054688,20.602846145629883
0.40216000000000002,249.39332580566406,20.568296432495117
0.40220000000000006,249.41061401367188,20.535102844238281
0.40224000000000004,249.42608642578125,20.505529403686523
0.40228000000000003,249.43977355957031,20.478498458862305
0.40232000000000001,249.45164489746094,20.453935623168945
0.40236000000000005,249.46173095703125,20.429895401000977
0.40240000000000004,249.47004699707031,20.405796051025391
0.40244000000000002,249.56668090820313,20.36827278137207
0.40248000000000006,249.61943054199219,20.315912246704102
0.40252000000000004,249.66801452636719,20.25340461730957
0.40256000000000003,249.71238708496094,20.187021255493164
0.40260000000000001,249.75250244140625,20.121007919311523
0.40264000000000005,249.78834533691406,20.056486129760742
0.40268000000000004,249.81988525390625,19.994239807128906
0.40272000000000002,249.84718322753906,19.933385848999023
0.40276000000000001,249.8702392578125,19.873544692993164
0.40280000000000005,249.88914489746094,19.814126968383789
0.40284000000000003,249.85453796386719,19.762128829956055
0.40288000000000002,249.839111328125,19.718906402587891
0.40292000000000006,249.8211669921875,19.682849884033203
0.40296000000000004,249.8009033203125,19.651103973388672
0.40300000000000002,249.77853393554688,19.622051239013672
0.40304000000000001,249.75421142578125,19.594776153564453
0.40308000000000005,249.72819519042969,19.569248199462891
0.40312000000000003,249.70062255859375,19.545454025268555
0.40316000000000002,249.67173767089844,19.524360656738281
0.40320000000000006,249.64170837402344,19.50602912902832
0.40324000000000004,249.79402160644531,19.464149475097656
0.40328000000000003,249.85968017578125,19.39567756652832
0.40332000000000001,249.91970825195313,19.308794021606445
0.40336000000000005,249.97402954101563,19.214757919311523
0.40340000000000004,250.02259826660156,19.122200012207031
0.40344000000000002,250.06541442871094,19.034324645996094
0.40348000000000001,250.10252380371094,18.950714111328125
0.40352000000000005,250.13395690917969,18.870319366455078
0.40356000000000003,250.15980529785156,18.791233062744141
0.40360000000000001,250.18016052246094,18.712512969970703
0.40364000000000005,250.000244140625,18.663492202758789
0.40368000000000004,249.90646362304688,18.647724151611328
0.40372000000000002,249.81304931640625,18.656913757324219
0.40376000000000001,249.72044372558594,18.678346633911133
0.40380000000000005,249.62907409667969,18.704551696777344
0.40384000000000003,249.53932189941406,18.731084823608398
0.40388000000000002,249.45158386230469,18.759143829345703
0.40392000000000006,249.3662109375,18.790231704711914
0.40396000000000004,249.28352355957031,18.824573516845703
0.40400000000000003,249.20381164550781,18.864572525024414
0.40404000000000001,249.14079284667969,18.907041549682617
0.40408000000000005,249.07498168945313,18.951805114746094
0.40412000000000003,249.01249694824219,18.999099731445313
0.40416000000000002,248.95352172851563,19.048419952392578
0.40420000000000006,248.89820861816406,19.100309371948242
0.40424000000000004,248.84666442871094,19.154443740844727
0.40428000000000003,248.79901123046875,19.209514617919922
0.40432000000000001,248.75529479980469,19.265605926513672
0.40436000000000005,248.71559143066406,19.323116302490234
0.40440000000000004,248.67994689941406,19.38067626953125
0.40444000000000002,248.48686218261719,19.462329864501953
0.40448000000000001,248.37351989746094,19.56974983215332
0.40452000000000005,248.26866149902344,19.695806503295898
0.40456000000000003,248.17245483398438,19.829250335693359
0.40460000000000002,248.08500671386719,19.963306427001953
0.40464000000000006,248.00640869140625,20.094266891479492
0.40468000000000004,247.93667602539063,20.221677780151367
0.40472000000000002,247.87577819824219,20.346471786499023
0.40476000000000001,247.82366943359375,20.469911575317383
0.40480000000000005,247.78021240234375,20.592967987060547
0.40484000000000003,248.12603759765625,20.660789489746094
0.40488000000000002,248.3017578125,20.665813446044922
0.40492000000000006,248.47505187988281,20.625343322753906
0.40496000000000004,248.64518737792969,20.561315536499023
0.40500000000000003,248.81144714355469,20.490058898925781
